grad 2000
2;9.312628
2;9.752848
2;9.265552
2;9.235646
2;9.221543
4;6.660165
4;5.749007
4;6.773090
4;6.758067
4;7.671607
8;6.085952
8;6.030486
8;6.106690
8;6.096736
8;6.067207
16;5.359018
16;5.312100
16;5.332651
16;5.332979
16;5.813177

note reiniciado grad 7000
2;114.054140
4;78.099071
8;73.028474
16;64.434881

grad 7000 otimizada -O3
2;55.097309
4;53.883878
8;56.943653
16;63.335588
